year,quarter,market,dur_stay,mode,purpose,area,Visits (000s),Spend,Nights (000s),sample
2012,January-March,USA,4-7  nights,Air,VFR, LONDON,27.37252724,11.82250301,154.9777829,51
2012,January-March,USA,4-7  nights,Air,Miscellaneous, LONDON,0.608746439,0.414872245,2.169128001,2
2012,January-March,USA,4-7  nights,Sea,Holiday, LONDON,8.061445236,1.402988881,26.04068661,7
2012,January-March,USA,4-7  nights,Sea,VFR, LONDON,1.319777966,0.171571136,6.598889828,1
2012,January-March,USA,4-7  nights,Tunnel,Holiday, LONDON,6.222402573,3.994657367,36.10851908,5
2012,January-March,USA,4-7  nights,Tunnel,Business, LONDON,1.115820885,1.404818416,5.579104424,1
2012,January-March,USA,8-14 nights,Air,Holiday, LONDON,19.80779779,22.23241436,160.1335385,34
2012,January-March,USA,8-14 nights,Air,Business, LONDON,14.93930975,22.6169558,140.6796644,26
2012,January-March,USA,8-14 nights,Air,VFR, LONDON,19.34434125,9.803529547,197.2039852,35
2012,January-March,USA,8-14 nights,Air,Miscellaneous, LONDON,0.756257027,0.637063891,8.298615694,2
2012,January-March,USA,8-14 nights,Sea,Holiday, LONDON,1.309963703,0.549440026,12.17667103,1
2012,January-March,USA,8-14 nights,Tunnel,Business, LONDON,1.115820885,2.022983313,10.04238796,1
2012,January-March,USA,15+  nights,Air,Holiday, LONDON,3.51907903,6.187059674,85.87447441,9
2012,January-March,USA,15+  nights,Air,Business, LONDON,2.532047331,11.54971128,52.62408814,7
2012,January-March,USA,15+  nights,Air,VFR, LONDON,6.58898288,6.206538396,236.8074998,16
2012,January-March,USA,15+  nights,Air,Study, LONDON,1.556568921,4.407461345,64.39385033,2
2012,January-March,USA,15+  nights,Air,Miscellaneous, LONDON,0.756257027,0.60238057,12.10063505,2
2012,January-March,USA,15+  nights,Sea,Miscellaneous, LONDON,1.144941926,0.112624176,3.434825659,1
2012,April-June,USA,1-3  nights,Air,Holiday, LONDON,43.00481227,16.9311939,99.2487894,82
2012,April-June,USA,1-3  nights,Air,Business, LONDON,51.72533512,41.80301169,108.7250712,112
2012,April-June,USA,1-3  nights,Air,VFR, LONDON,18.15987104,7.276036149,40.66684872,38
2012,April-June,USA,1-3  nights,Air,Study, LONDON,0.766978681,0.113512851,2.300936222,1
2012,April-June,USA,1-3  nights,Air,Miscellaneous, LONDON,42.17757967,7.396519873,46.07148278,100
2012,April-June,USA,1-3  nights,Sea,Holiday, LONDON,26.20264447,3.06869458,55.34308023,26
2012,April-June,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.177919485,0.010556557,0.177919485,3
2012,April-June,USA,1-3  nights,Tunnel,Holiday, LONDON,26.70994639,5.034136496,58.3040098,22
2012,April-June,USA,1-3  nights,Tunnel,Business, LONDON,7.596350074,5.50104785,14.82969797,6
2012,April-June,USA,1-3  nights,Tunnel,VFR, LONDON,4.668997884,0.928059191,9.634612322,4
2012,April-June,USA,4-7  nights,Air,Holiday, LONDON,71.30672945,62.84169152,347.5519525,138
2012,April-June,USA,4-7  nights,Air,Business, LONDON,46.07333931,56.21408665,189.5443139,102
2012,April-June,USA,4-7  nights,Air,VFR, LONDON,33.30866486,19.89124378,150.3372391,65
2012,April-June,USA,4-7  nights,Air,Miscellaneous, LONDON,1.704371303,2.136893272,6.073491514,4
2012,April-June,USA,4-7  nights,Sea,Holiday, LONDON,13.11114566,3.555003095,53.76653588,11
2012,April-June,USA,4-7  nights,Sea,Business, LONDON,2.246610403,0.487179726,6.072733879,1
2012,April-June,USA,4-7  nights,Sea,VFR, LONDON,0.059306495,0.119028136,0.355838984,1
2012,April-June,USA,4-7  nights,Tunnel,Holiday, LONDON,20.05516857,9.160299838,91.0923444,17
2012,April-June,USA,4-7  nights,Tunnel,Business, LONDON,2.646887064,4.604245901,12.96184826,2
2012,April-June,USA,8-14 nights,Air,Holiday, LONDON,38.29360756,33.45788783,250.6718534,89
2012,April-June,USA,8-14 nights,Air,Business, LONDON,15.69620356,28.94858994,122.7808236,33
2012,April-June,USA,8-14 nights,Air,VFR, LONDON,26.59033221,23.04368469,213.5071848,61
2012,April-June,USA,8-14 nights,Air,Study, LONDON,0.852015987,0.519053146,10.72190189,2
2012,April-June,USA,8-14 nights,Air,Miscellaneous, LONDON,0.566386834,0.452655479,6.108943224,2
2012,April-June,USA,8-14 nights,Sea,Holiday, LONDON,0.849627774,0.128364243,2.974487364,2
2012,April-June,USA,8-14 nights,Sea,VFR, LONDON,0.908271015,0.613865316,3.633084059,1
2012,April-June,USA,8-14 nights,Tunnel,Holiday, LONDON,1.386195406,0.720341295,6.666822553,2
2012,April-June,USA,15+  nights,Air,Holiday, LONDON,9.540490896,7.704794226,253.7282085,23
2012,April-June,USA,15+  nights,Air,Business, LONDON,3.028285623,9.677938588,90.76521784,8
2012,April-June,USA,15+  nights,Air,VFR, LONDON,13.00241703,5.92564736,268.7999906,26
2012,April-June,USA,15+  nights,Air,Study, LONDON,1.841094911,3.020675421,132.9622254,3
2012,April-June,USA,15+  nights,Air,Miscellaneous, LONDON,4.852183461,15.6347149,229.3571882,9
2012,April-June,USA,15+  nights,Sea,Holiday, LONDON,4.776516199,0.772269242,31.46176767,4
2012,April-June,USA,15+  nights,Tunnel,Holiday, LONDON,1.201743603,5.063572407,22.88575363,1
2012,July-September,USA,1-3  nights,Air,Holiday, LONDON,55.55378556,28.54098543,119.212855,98
2012,July-September,USA,1-3  nights,Air,Business, LONDON,39.89608461,45.64242545,95.05855697,67
2012,July-September,USA,1-3  nights,Air,VFR, LONDON,14.66972584,4.556309783,27.16131073,29
2012,July-September,USA,1-3  nights,Air,Miscellaneous, LONDON,49.40688491,6.421253274,62.527318,98
2012,July-September,USA,1-3  nights,Sea,Holiday, LONDON,6.95563665,1.334041328,15.41553566,9
2012,July-September,USA,1-3  nights,Sea,VFR, LONDON,0.642382145,0.048178662,1.28476429,1
2012,July-September,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.120784141,0.107558278,0.120784141,2
2012,July-September,USA,1-3  nights,Tunnel,Holiday, LONDON,29.72503948,10.06505143,59.56157231,19
2012,July-September,USA,1-3  nights,Tunnel,Business, LONDON,3.068135262,1.458898306,4.602202892,2
2012,July-September,USA,1-3  nights,Tunnel,VFR, LONDON,1.534067631,0.076703385,3.068135262,1
2012,July-September,USA,4-7  nights,Air,Holiday, LONDON,88.76432291,89.01195396,442.3572102,139
2012,July-September,USA,4-7  nights,Air,Business, LONDON,31.93970487,33.55953225,138.6405368,58
2012,July-September,USA,4-7  nights,Air,VFR, LONDON,21.89812425,7.910241596,86.98655358,39
2012,July-September,USA,4-7  nights,Air,Study, LONDON,2.819575429,1.959300578,19.44629002,3
2012,July-September,USA,4-7  nights,Air,Miscellaneous, LONDON,1.823224753,1.32589969,9.92007637,3
2012,July-September,USA,4-7  nights,Sea,Holiday, LONDON,33.61871849,7.992057471,172.8927276,23
2012,July-September,USA,4-7  nights,Tunnel,Holiday, LONDON,21.07249451,14.29270184,106.8443389,13
2012,July-September,USA,4-7  nights,Tunnel,VFR, LONDON,6.505929083,1.688129848,35.65321502,5
2012,July-September,USA,8-14 nights,Air,Holiday, LONDON,57.82717329,75.27962565,403.0880335,108
2012,July-September,USA,8-14 nights,Air,Business, LONDON,9.641480803,20.30155912,67.86194292,18
2012,July-September,USA,8-14 nights,Air,VFR, LONDON,29.04572761,17.31181068,239.3594153,52
2012,July-September,USA,8-14 nights,Air,Study, LONDON,1.610970348,3.491783805,13.32823491,3
2012,July-September,USA,8-14 nights,Air,Miscellaneous, LONDON,2.373669885,4.725614667,20.23359668,5
2012,July-September,USA,8-14 nights,Sea,Holiday, LONDON,1.784830555,0.46622999,9.386333525,7
2012,July-September,USA,8-14 nights,Tunnel,Holiday, LONDON,8.233081847,9.882922664,50.00490558,6
2012,July-September,USA,15+  nights,Air,Holiday, LONDON,31.42383629,34.17501117,809.2073342,46
2012,July-September,USA,15+  nights,Air,Business, LONDON,13.87426739,34.74784128,440.5452783,29
2012,July-September,USA,15+  nights,Air,VFR, LONDON,20.70474029,12.2274277,418.2688134,42
2012,July-September,USA,15+  nights,Air,Study, LONDON,4.533664256,42.54585035,419.7817158,7
2012,July-September,USA,15+  nights,Air,Miscellaneous, LONDON,3.256754547,25.30668598,106.1372693,14
2012,July-September,USA,15+  nights,Sea,Holiday, LONDON,0.75452321,0.055353963,4.950691193,2
2012,July-September,USA,15+  nights,Sea,Business, LONDON,0.642382145,0.149176717,2.56952858,1
2012,July-September,USA,15+  nights,Sea,VFR, LONDON,0.060392071,0.096446142,0.905881107,1
2012,July-September,USA,15+  nights,Tunnel,Holiday, LONDON,3.294058323,0.88426815,45.89766169,2
2012,July-September,USA,15+  nights,Tunnel,Business, LONDON,1.123325586,0.338120997,17.97320938,1
2012,October-December,USA,1-3  nights,Air,Holiday, LONDON,26.96226552,12.93847887,61.77776977,56
2012,October-December,USA,1-3  nights,Air,Business, LONDON,39.43745503,39.52072476,87.55859154,86
2012,October-December,USA,1-3  nights,Air,VFR, LONDON,12.14802614,5.073034351,28.81533179,26
2012,October-December,USA,1-3  nights,Air,Miscellaneous, LONDON,41.91766047,8.178264071,46.17348352,87
2012,October-December,USA,1-3  nights,Sea,Holiday, LONDON,5.744000852,1.006537795,11.31031018,8
2012,October-December,USA,1-3  nights,Sea,VFR, LONDON,0.753426909,0.484067202,1.812184185,2
2012,October-December,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.067372233,0.003368612,0.067372233,1
2012,October-December,USA,1-3  nights,Tunnel,Holiday, LONDON,10.87830234,6.541487902,26.49835372,6
2012,October-December,USA,1-3  nights,Tunnel,Business, LONDON,3.696944118,3.907663882,11.09083223,2
2012,October-December,USA,4-7  nights,Air,Holiday, LONDON,46.94148269,37.83301976,218.5931217,94
2012,October-December,USA,4-7  nights,Air,Business, LONDON,45.66442442,62.10137862,209.1152072,101
2012,October-December,USA,4-7  nights,Air,VFR, LONDON,25.16618803,11.8375908,126.7247626,57
2012,October-December,USA,4-7  nights,Air,Miscellaneous, LONDON,5.290944397,6.386372305,22.28688669,7
2012,October-December,USA,4-7  nights,Sea,Holiday, LONDON,3.191037148,1.742719103,12.29433894,4
2012,October-December,USA,4-7  nights,Sea,VFR, LONDON,0.878776968,0.020825997,1.056841612,1
2012,October-December,USA,4-7  nights,Tunnel,Holiday, LONDON,9.473782301,3.661551625,34.67530775,5
2012,October-December,USA,4-7  nights,Tunnel,Business, LONDON,0.624582946,0.327098966,1.873748899,1
2012,October-December,USA,8-14 nights,Air,Holiday, LONDON,23.53847623,22.64510658,179.1063503,53
2012,October-December,USA,8-14 nights,Air,Business, LONDON,12.92019567,30.66809493,111.0615406,29
2012,October-December,USA,8-14 nights,Air,VFR, LONDON,20.55235001,10.1763822,163.1849403,44
2012,October-December,USA,8-14 nights,Air,Miscellaneous, LONDON,0.577193916,0.272924691,3.671337605,2
2012,October-December,USA,8-14 nights,Sea,Business, LONDON,0.913845778,0.060979243,4.569229126,1
2012,October-December,USA,8-14 nights,Sea,VFR, LONDON,0.376713455,0.050249618,0.453046054,1
2012,October-December,USA,8-14 nights,Sea,Miscellaneous, LONDON,1.33576262,7.006074429,16.02915001,1
2012,October-December,USA,15+  nights,Air,Holiday, LONDON,5.750058979,3.198747087,91.36156499,13
2012,October-December,USA,15+  nights,Air,Business, LONDON,3.810752869,7.005734026,61.62843287,9
2012,October-December,USA,15+  nights,Air,VFR, LONDON,9.278868198,6.098805969,186.5518319,21
2012,October-December,USA,15+  nights,Air,Study, LONDON,0.551384687,3.191414356,23.98523331,2
2012,October-December,USA,15+  nights,Air,Miscellaneous, LONDON,3.59782964,13.89039546,172.4607742,4
2013,January-March,USA,1-3  nights,Air,Holiday, LONDON,31.38613632,15.94878488,73.93341061,50
2013,January-March,USA,1-3  nights,Air,Business, LONDON,52.21089031,43.63421294,113.1526123,104
2013,January-March,USA,1-3  nights,Air,VFR, LONDON,15.63750455,7.109735729,32.18832293,28
2013,January-March,USA,1-3  nights,Air,Miscellaneous, LONDON,33.11987224,4.921514379,35.15491897,73
2013,January-March,USA,1-3  nights,Sea,Holiday, LONDON,1.730483353,0.575036995,4.479273796,2
2013,January-March,USA,1-3  nights,Tunnel,Holiday, LONDON,8.518428802,5.393720934,23.71703184,5
2013,January-March,USA,4-7  nights,Air,Holiday, LONDON,30.92615137,30.23557386,153.8966116,65
2013,January-March,USA,4-7  nights,Air,Business, LONDON,44.92353466,58.3142345,198.9393831,91
2013,January-March,USA,4-7  nights,Air,VFR, LONDON,22.57924569,9.194579007,119.1803261,48
2013,January-March,USA,4-7  nights,Air,Miscellaneous, LONDON,2.74033916,2.127837747,11.95060802,6
2013,January-March,USA,4-7  nights,Sea,Holiday, LONDON,1.85242486,0.699289173,8.76974678,2
2013,January-March,USA,4-7  nights,Sea,Business, LONDON,0.804270923,0.03818281,3.049116135,1
2013,January-March,USA,4-7  nights,Tunnel,Business, LONDON,3.445444584,2.884367585,11.42943931,2
2013,January-March,USA,8-14 nights,Air,Holiday, LONDON,15.40318701,16.22970086,115.7147465,31
2013,January-March,USA,8-14 nights,Air,Business, LONDON,7.920805424,12.90513053,41.19062644,19
2013,January-March,USA,8-14 nights,Air,VFR, LONDON,12.78042531,3.989086581,99.68034834,28
2013,January-March,USA,8-14 nights,Air,Miscellaneous, LONDON,0.660464406,0.92161411,6.504481792,1
2013,January-March,USA,15+  nights,Air,Holiday, LONDON,3.558132201,8.783444345,75.36620188,7
2013,January-March,USA,15+  nights,Air,Business, LONDON,5.078594327,9.518813029,89.80997896,8
2013,January-March,USA,15+  nights,Air,VFR, LONDON,5.761018306,5.489718784,124.1726803,13
2013,January-March,USA,15+  nights,Air,Study, LONDON,0.273036808,0.600407958,4.368588924,1
2013,January-March,USA,15+  nights,Air,Miscellaneous, LONDON,0.869498432,6.054567337,67.64865875,1
2013,January-March,USA,15+  nights,Sea,Miscellaneous, LONDON,3.162784576,17.49287033,131.896698,1
2013,January-March,USA,15+  nights,Tunnel,Holiday, LONDON,1.722722292,0.492353797,52.24886703,1
2013,April-June,USA,1-3  nights,Air,Holiday, LONDON,49.06317425,23.22190266,108.3690343,81
2013,April-June,USA,1-3  nights,Air,Business, LONDON,51.08199689,41.76815755,101.5496934,107
2013,April-June,USA,1-3  nights,Air,VFR, LONDON,20.71781766,7.286378363,46.91108668,38
2013,April-June,USA,1-3  nights,Air,Miscellaneous, LONDON,45.81654626,8.276629601,47.015203,84
2013,April-June,USA,1-3  nights,Sea,Holiday, LONDON,10.51845409,1.617987901,22.18886138,11
2013,April-June,USA,1-3  nights,Sea,Business, LONDON,1.294036806,0.618244797,3.371527076,2
2013,April-June,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.101673171,0.024198215,0.101673171,2
2013,April-June,USA,1-3  nights,Tunnel,Holiday, LONDON,31.27823353,10.6500264,69.79374456,22
2013,April-June,USA,1-3  nights,Tunnel,Business, LONDON,2.932547092,2.611433148,7.331367493,2
2013,April-June,USA,1-3  nights,Tunnel,VFR, LONDON,1.466273546,0.964807987,2.932547092,1
2013,April-June,USA,4-7  nights,Air,Holiday, LONDON,75.68292058,59.55330895,352.048226,141
2013,April-June,USA,4-7  nights,Air,Business, LONDON,58.75011343,108.2903704,259.7781299,117
2013,April-June,USA,4-7  nights,Air,VFR, LONDON,24.91032413,15.09928456,116.0751951,48
2013,April-June,USA,4-7  nights,Air,Study, LONDON,1.21519047,0.744021565,8.865036011,2
2013,April-June,USA,4-7  nights,Air,Miscellaneous, LONDON,3.097546637,3.896016344,13.94138414,5
2013,April-June,USA,4-7  nights,Sea,Holiday, LONDON,1.913030393,0.233437622,4.228294864,7
2013,April-June,USA,4-7  nights,Tunnel,Holiday, LONDON,23.13787651,8.736205108,84.73941851,15
2013,April-June,USA,4-7  nights,Tunnel,Business, LONDON,2.932547092,3.678880095,20.52782822,2
2013,April-June,USA,4-7  nights,Tunnel,VFR, LONDON,2.759429246,1.929732561,9.744561315,3
2013,April-June,USA,4-7  nights,Tunnel,Miscellaneous, LONDON,1.466273546,0.315248817,10.26391411,1
2013,April-June,USA,8-14 nights,Air,Holiday, LONDON,52.62290955,43.70972259,354.7619147,86
2013,April-June,USA,8-14 nights,Air,Business, LONDON,14.89120558,32.41652562,118.1550278,25
2013,April-June,USA,8-14 nights,Air,VFR, LONDON,16.03911456,14.47789085,127.0374354,35
2013,April-June,USA,8-14 nights,Air,Study, LONDON,0.342148244,0.488690555,6.205777168,1
2013,April-June,USA,8-14 nights,Air,Miscellaneous, LONDON,0.419730216,0.000957206,0.408941507,1
2013,April-June,USA,8-14 nights,Sea,Holiday, LONDON,3.947397172,0.221977208,21.31208491,3
2013,April-June,USA,8-14 nights,Tunnel,Holiday, LONDON,7.216891766,6.296749115,65.10147095,4
2013,April-June,USA,8-14 nights,Tunnel,Business, LONDON,1.466273546,2.354835272,11.73018837,1
2013,April-June,USA,8-14 nights,Tunnel,VFR, LONDON,2.932547092,1.324044943,33.72429085,2
2013,April-June,USA,15+  nights,Air,Holiday, LONDON,12.68583724,8.888282163,120.7965413,26
2013,April-June,USA,15+  nights,Air,Business, LONDON,3.112768382,4.893489458,59.4534933,7
2013,April-June,USA,15+  nights,Air,VFR, LONDON,11.74357975,6.075502736,239.1953342,24
2013,April-June,USA,15+  nights,Air,Study, LONDON,1.345877409,1.265044482,43.40298259,3
2013,April-June,USA,15+  nights,Air,Miscellaneous, LONDON,2.300264299,6.562796533,179.8528709,4
2013,April-June,USA,15+  nights,Sea,Holiday, LONDON,0.809156537,1.772120833,46.90148926,1
2013,April-June,USA,15+  nights,Tunnel,Holiday, LONDON,1.59335947,0.503659785,13.85348701,1
2013,April-June,USA,15+  nights,Tunnel,Business, LONDON,1.466273546,2.942811012,30.79174423,1
2013,July-September,USA,1-3  nights,Air,Holiday, LONDON,47.9459258,21.40489542,115.9070182,88
2013,July-September,USA,1-3  nights,Air,Business, LONDON,46.12113968,48.27177063,97.03011686,83
2013,July-September,USA,1-3  nights,Air,VFR, LONDON,20.37814718,9.845459442,47.1755462,30
2013,July-September,USA,1-3  nights,Air,Miscellaneous, LONDON,51.01623365,8.147586394,58.06256866,101
2013,July-September,USA,1-3  nights,Sea,Holiday, LONDON,10.04683495,1.560742959,21.17749214,10
2013,July-September,USA,1-3  nights,Sea,VFR, LONDON,0.784503758,0.196125939,2.353511333,1
2013,July-September,USA,1-3  nights,Sea,Study, LONDON,0.562018931,0.01100216,0.562018931,1
2013,July-September,USA,1-3  nights,Sea,Miscellaneous, LONDON,0.162494883,0.032498978,0.162494883,1
2013,July-September,USA,1-3  nights,Tunnel,Holiday, LONDON,33.25100029,15.20317267,74.69315171,19
2013,July-September,USA,1-3  nights,Tunnel,Business, LONDON,1.996101618,1.043462157,2.123867273,1
2013,July-September,USA,4-7  nights,Air,Holiday, LONDON,96.72051939,78.76187913,461.7261279,159
2013,July-September,USA,4-7  nights,Air,Business, LONDON,49.77572802,68.39424004,231.3515325,94
2013,July-September,USA,4-7  nights,Air,VFR, LONDON,29.36782119,22.17841097,133.7449441,52
2013,July-September,USA,4-7  nights,Air,Miscellaneous, LONDON,4.440577328,3.019444463,19.71700367,8
2013,July-September,USA,4-7  nights,Sea,Holiday, LONDON,8.838611186,2.758856922,35.07817334,9
2013,July-September,USA,4-7  nights,Sea,VFR, LONDON,0.162494883,0.081409939,0.649979532,1
2013,July-September,USA,4-7  nights,Tunnel,Holiday, LONDON,23.63467681,15.86229368,116.9993812,14
2013,July-September,USA,4-7  nights,Tunnel,Business, LONDON,2.947871447,1.450565457,12.54623032,1
2013,July-September,USA,4-7  nights,Tunnel,VFR, LONDON,3.652864039,1.098161757,21.06715322,3
2013,July-September,USA,8-14 nights,Air,Holiday, LONDON,69.2123062,54.75996265,434.6002899,131
2013,July-September,USA,8-14 nights,Air,Business, LONDON,12.98981336,29.13473925,94.12662411,26
2013,July-September,USA,8-14 nights,Air,VFR, LONDON,38.40080151,14.17554712,285.5216809,67
2013,July-September,USA,8-14 nights,Air,Study, LONDON,0.539193988,0.619635999,5.589992523,1
2013,July-September,USA,8-14 nights,Air,Miscellaneous, LONDON,2.243735909,2.644113179,14.38751495,5
2013,July-September,USA,8-14 nights,Sea,Holiday, LONDON,0.178770572,0.444893062,1.375972033,1
2013,July-September,USA,8-14 nights,Tunnel,Holiday, LONDON,3.695434123,1.135726988,17.03897709,3
2013,July-September,USA,15+  nights,Air,Holiday, LONDON,28.08988947,20.24114027,335.3072352,52
2013,July-September,USA,15+  nights,Air,Business, LONDON,2.137303084,8.19888252,52.63381672,5
2013,July-September,USA,15+  nights,Air,VFR, LONDON,28.65446365,14.46870375,414.1816752,44
2013,July-September,USA,15+  nights,Air,Study, LONDON,2.634124935,5.146144338,89.98070145,5
2013,July-September,USA,15+  nights,Air,Miscellaneous, LONDON,3.812242746,11.61167404,217.6876855,7
2013,July-September,USA,15+  nights,Sea,Holiday, LONDON,2.906932145,0.327441189,69.87831533,3
2013,July-September,USA,15+  nights,Tunnel,Holiday, LONDON,5.003425002,3.991737753,103.6590271,3
2013,July-September,USA,15+  nights,Tunnel,VFR, LONDON,3.227848291,0.469734199,32.27848256,2
2013,October-December,USA,1-3  nights,Air,Holiday, LONDON,32.71857905,19.40588182,76.83956367,66
2013,October-December,USA,1-3  nights,Air,Business, LONDON,54.74522305,50.82533055,126.4728731,118
2013,October-December,USA,1-3  nights,Air,VFR, LONDON,20.14920747,7.005269757,53.65059328,36
2013,October-December,USA,1-3  nights,Air,Miscellaneous, LONDON,26.68821934,4.407460785,28.70778874,65
2013,October-December,USA,1-3  nights,Sea,Holiday, LONDON,7.403793007,0.756064098,12.61771145,9
2013,October-December,USA,1-3  nights,Sea,Miscellaneous, LONDON,1.485836834,0.23383327,1.485836834,3
2013,October-December,USA,1-3  nights,Tunnel,Holiday, LONDON,9.427491426,4.723939061,24.17156911,7
2013,October-December,USA,1-3  nights,Tunnel,Business, LONDON,1.254792213,2.208434343,3.764376879,1
2013,October-December,USA,1-3  nights,Tunnel,VFR, LONDON,1.696938664,0.423604049,3.836023808,2
2013,October-December,USA,1-3  nights,Tunnel,Miscellaneous, LONDON,0.44214645,0.025644494,0.44214645,1
2013,October-December,USA,4-7  nights,Air,Holiday, LONDON,45.99841428,37.0182131,222.2309323,105
2013,October-December,USA,4-7  nights,Air,Business, LONDON,49.66751322,72.45315144,232.5416802,112
2013,October-December,USA,4-7  nights,Air,VFR, LONDON,25.78214785,13.98744447,131.8437289,57
2013,October-December,USA,4-7  nights,Air,Miscellaneous, LONDON,2.331923008,2.09792354,11.25261462,6
2013,October-December,USA,4-7  nights,Sea,Holiday, LONDON,1.191430062,0.594101891,4.403427124,2
2013,October-December,USA,4-7  nights,Tunnel,Holiday, LONDON,7.522045195,2.807223458,34.78780413,6
2013,October-December,USA,4-7  nights,Tunnel,Business, LONDON,1.254792213,0.631160498,5.019168854,1
2013,October-December,USA,4-7  nights,Tunnel,VFR, LONDON,1.254792213,0.631160498,6.273961067,1
2013,October-December,USA,8-14 nights,Air,Holiday, LONDON,23.20581388,19.45350544,158.3366252,54
2013,October-December,USA,8-14 nights,Air,Business, LONDON,11.2060093,14.06820783,98.49183297,26
2013,October-December,USA,8-14 nights,Air,VFR, LONDON,23.88169762,12.10087229,188.3254499,51
2013,October-December,USA,8-14 nights,Air,Study, LONDON,0.943688631,15.3019104,13.21164036,1
2013,October-December,USA,8-14 nights,Air,Miscellaneous, LONDON,0.95984292,1.061033674,10.601475,2
2013,October-December,USA,8-14 nights,Sea,Holiday, LONDON,0.172130913,0.124813735,1.431408644,1
2013,October-December,USA,8-14 nights,Tunnel,Business, LONDON,1.164871216,0.057976887,2.329742432,1
2013,October-December,USA,8-14 nights,Tunnel,VFR, LONDON,1.254792213,0.094109416,10.03833771,1
2013,October-December,USA,15+  nights,Air,Holiday, LONDON,8.033183306,12.74045209,151.4787592,18
2013,October-December,USA,15+  nights,Air,Business, LONDON,2.576223552,3.401295761,34.6040554,6
2013,October-December,USA,15+  nights,Air,VFR, LONDON,5.122181177,3.649862031,92.2663247,12
2013,October-December,USA,15+  nights,Air,Study, LONDON,3.245879412,17.91414613,208.4755106,7
2013,October-December,USA,15+  nights,Air,Miscellaneous, LONDON,4.571053624,32.36124389,239.2018098,9
2013,October-December,USA,15+  nights,Tunnel,Holiday, LONDON,1.696170807,0.47008422,25.07562828,1
2014,January-March,USA,1-3  nights,Air,Holiday, LONDON,23.29960722,12.61949132,51.43974748,48
2014,January-March,USA,1-3  nights,Air,Business, LONDON,42.54993081,35.97993316,85.65314305,97
2014,January-March,USA,1-3  nights,Air,VFR, LONDON,11.22725239,5.450562808,26.17780754,27
2014,January-March,USA,1-3  nights,Air,Miscellaneous, LONDON,25.79403451,8.34313821,32.56436479,65
2014,January-March,USA,1-3  nights,Sea,Holiday, LONDON,3.788016915,3.29877615,7.57603395,3
2014,January-March,USA,1-3  nights,Sea,Business, LONDON,0.855290353,0.643178344,2.565871,1
2014,January-March,USA,1-3  nights,Tunnel,Holiday, LONDON,19.50856519,7.020276219,47.90164852,13
2014,January-March,USA,1-3  nights,Tunnel,Business, LONDON,1.394742131,2.096297503,4.184226513,1
2014,January-March,USA,1-3  nights,Tunnel,VFR, LONDON,3.328081608,0.449423358,3.943753004,2
2014,January-March,USA,4-7  nights,Air,Holiday, LONDON,40.56974724,35.07346147,207.7134297,91
2014,January-March,USA,4-7  nights,Air,Business, LONDON,43.91430146,61.58027858,196.8257682,109
2014,January-March,USA,4-7  nights,Air,VFR, LONDON,12.88883261,5.022104385,50.98352852,32
2014,January-March,USA,4-7  nights,Air,Study, LONDON,1.298593283,0.072126649,3.395072222,1
2014,January-March,USA,4-7  nights,Air,Miscellaneous, LONDON,0.646517098,0.94571951,3.427513123,2
2014,January-March,USA,4-7  nights,Sea,Miscellaneous, LONDON,1.813735843,0.83844763,5.441207409,1
2014,January-March,USA,4-7  nights,Tunnel,Holiday, LONDON,6.190931797,3.613784194,28.98522425,4
2014,January-March,USA,4-7  nights,Tunnel,VFR, LONDON,4.140719473,0.984283,20.99747896,2
2014,January-March,USA,8-14 nights,Air,Holiday, LONDON,14.04005712,12.17597403,117.6872124,34
2014,January-March,USA,8-14 nights,Air,Business, LONDON,8.433209211,9.983069477,74.04322273,18
2014,January-March,USA,8-14 nights,Air,VFR, LONDON,15.04044601,9.796717672,143.2902848,41
2014,January-March,USA,8-14 nights,Air,Study, LONDON,0.425753713,0.68319118,3.339300871,1
2014,January-March,USA,8-14 nights,Air,Miscellaneous, LONDON,3.958287477,0.806179024,39.82553983,5
2014,January-March,USA,8-14 nights,Sea,Holiday, LONDON,2.012686491,0.565080166,11.90294552,1
2014,January-March,USA,8-14 nights,Tunnel,Holiday, LONDON,1.547732949,0.491083086,12.2043047,1
2014,January-March,USA,8-14 nights,Tunnel,Business, LONDON,1.394742131,3.34180212,13.94742107,1
2014,January-March,USA,15+  nights,Air,Holiday, LONDON,3.292300582,4.647114761,126.160787,9
2014,January-March,USA,15+  nights,Air,Business, LONDON,2.924014181,2.422256395,48.56052613,7
2014,January-March,USA,15+  nights,Air,VFR, LONDON,11.54095262,11.09429798,202.5132245,30
2014,January-March,USA,15+  nights,Air,Study, LONDON,0.425753713,0.165100947,45.9153862,1
2014,January-March,USA,15+  nights,Air,Miscellaneous, LONDON,2.354448974,3.682037829,69.425354,5
2014,January-March,USA,15+  nights,Tunnel,Study, LONDON,0.514308929,1.494581819,43.20195007,1
2014,April-June,USA,1-3  nights,Air,Holiday, LONDON,71.82213494,27.28053954,167.4054625,110
2014,April-June,USA,1-3  nights,Air,Business, LONDON,47.38778985,49.03507004,105.0968206,106
2014,April-June,USA,1-3  nights,Air,VFR, LONDON,15.04155296,5.893176683,37.71786678,27
